SST (h),Natural Failures,Hard Capacity Removal (%),Natural Loss (%),Total Loss (%),Final Capacity (%),Throttled Load (%),Dropped Load (%),Operational Nodes,alpha,Method,Scenario
5.216666666666667,43,0.0,40.50568333574998,40.50568333574998,59.494310965557354,0.0,0.08911227641665334,57,0.5,No Defence,34
5.033333333333333,44,0.0,40.22830614523401,40.22830614523401,59.771692855216195,0.0,0.08766784224580962,56,0.5,No Defence,35
4.8,42,0.0,40.26444906676526,40.26444906676526,59.73553981043004,0.0,0.09054512778107511,58,0.5,No Defence,36
3.65,41,0.0,40.11836591531737,40.11836591531737,59.88163076904467,0.0,0.11591300936137353,59,0.5,No Defence,37
4.883333333333333,41,0.0,41.31372120240818,41.31372120240818,58.686289084171285,0.0,0.08760718484003686,59,0.5,No Defence,38
3.033333333333333,36,0.0,40.8051552401493,40.8051552401493,59.194837391326814,0.0,0.14017138712804578,64,0.5,No Defence,39
4.583333333333333,43,0.0,41.284846434301734,41.284846434301734,58.715149776253604,0.0,0.0975444331968845,57,0.5,No Defence,40
4.75,42,0.0,41.15493915588411,41.15493915588411,58.84505207239226,0.20631574721884702,0.19551273675838693,58,0.5,Heuristic Pruning (Graceful Drain),1
5.3,40,0.0,41.1063851600451,41.1063851600451,58.893615625134146,0.19774882758016693,0.1849978845558529,60,0.5,Heuristic Pruning (Graceful Drain),2
5.15,41,0.0,42.728390331405436,42.728390331405436,57.2715996163565,0.20805784985779718,0.19483161598114176,59,0.5,Heuristic Pruning (Graceful Drain),3
3.75,40,0.0,40.38647541025649,40.38647541025649,59.61352591895333,0.26523129741835205,0.24206524214558708,60,0.5,Heuristic Pruning (Graceful Drain),4
5.316666666666666,43,0.0,40.313645620791114,40.313645620791114,59.686341544578035,0.194113626693643,0.18023855572167613,57,0.5,Heuristic Pruning (Graceful Drain),5
4.016666666666667,33,0.0,40.13331028965558,40.13331028965558,59.866684530560846,0.22765554727047066,0.2172568914351493,67,0.5,Heuristic Pruning (Graceful Drain),6
4.2,41,0.0,40.74508065964843,40.74508065964843,59.25491562337106,0.2398759696194263,0.22406854015778618,59,0.5,Heuristic Pruning (Graceful Drain),7
5.183333333333334,43,0.0,40.62209473648238,40.62209473648238,59.3779013557875,0.2154055140569272,0.19112625137200331,57,0.5,Heuristic Pruning (Graceful Drain),8
3.5833333333333335,39,0.0,40.76766758580862,40.76766758580862,59.232333858666976,0.28111052093196504,0.26160105000166645,61,0.5,Heuristic Pruning (Graceful Drain),9
4.466666666666667,42,0.0,40.6658236523348,40.6658236523348,59.33417891153867,0.2376416493792794,0.21018111107139256,58,0.5,Heuristic Pruning (Graceful Drain),10
5.383333333333333,42,0.0,41.36367677395121,41.36367677395121,58.636317312533414,0.20650555495940595,0.18280106713683167,58,0.5,Heuristic Pruning (Graceful Drain),11
5.133333333333333,40,0.0,40.75676118883522,40.75676118883522,59.243224218014014,0.21149092167483405,0.1940448259724992,60,0.5,Heuristic Pruning (Graceful Drain),12
3.8,37,0.0,40.22821809240897,40.22821809240897,59.771781986815554,0.2812617435985244,0.24800093790721725,63,0.5,Heuristic Pruning (Graceful Drain),13
4.533333333333333,37,0.0,40.1918472014021,40.1918472014021,59.80814961025723,0.2401255703193051,0.21905829614748476,63,0.5,Heuristic Pruning (Graceful Drain),14
4.3,36,0.0,40.59136513020237,40.59136513020237,59.408636839462595,0.25604631398147276,0.22978723458088318,64,0.5,Heuristic Pruning (Graceful Drain),15
5.983333333333333,40,0.0,41.00404211985927,41.00404211985927,58.99594816476061,0.1806594312980682,0.1625312559270028,60,0.5,Heuristic Pruning (Graceful Drain),16
4.466666666666667,41,0.0,40.766885751450275,40.766885751450275,59.23311594972523,0.23568709953586567,0.2121786706511849,59,0.5,Heuristic Pruning (Graceful Drain),17
5.816666666666666,40,0.0,40.86259187594422,40.86259187594422,59.137402278488516,0.18240233731207262,0.1655699231396355,60,0.5,Heuristic Pruning (Graceful Drain),18
5.133333333333333,38,0.0,41.00498408846674,41.00498408846674,58.99501186041971,0.19685306165635735,0.18320273975194126,62,0.5,Heuristic Pruning (Graceful Drain),19
